n_agents,n_waters,layout,architecture,broadcast_every_k,hazard_density,seed,step_limit,n_succeeded,success_rate,mean_t_succ,p95_t_succ,total_trail,n_hazard_hits,scarcity,tag
3,2,symmetric,peer,1,0.0,0,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.0_s=0
3,2,symmetric,centralized,-1,0.1,18,120,2,0.6666666666666666,6,6,98,14,1.5,N=3_M=2_L=symmetric_A=centralized_-_H=0.1_s=18
3,2,symmetric,peer,1,0.0,1,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.0_s=1
3,2,symmetric,peer,1,0.0,4,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.0_s=4
3,2,symmetric,peer,1,0.0,3,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.0_s=3
3,2,symmetric,peer,1,0.0,2,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.0_s=2
3,2,symmetric,peer,1,0.0,5,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.0_s=5
3,2,symmetric,shared,-1,0.1,18,120,2,0.6666666666666666,6,6,113,12,1.5,N=3_M=2_L=symmetric_A=shared_-_H=0.1_s=18
3,2,symmetric,peer,1,0.0,6,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.0_s=6
3,2,symmetric,peer,1,0.0,7,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.0_s=7
3,2,symmetric,peer,1,0.0,8,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.0_s=8
3,2,symmetric,peer,1,0.0,9,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.0_s=9
3,2,symmetric,peer,1,0.0,12,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.0_s=12
3,2,symmetric,peer,1,0.0,10,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.0_s=10
3,2,symmetric,shared,-1,0.1,16,120,2,0.6666666666666666,6,6,113,15,1.5,N=3_M=2_L=symmetric_A=shared_-_H=0.1_s=16
3,2,symmetric,shared,-1,0.1,17,120,2,0.6666666666666666,6,6,113,12,1.5,N=3_M=2_L=symmetric_A=shared_-_H=0.1_s=17
3,2,symmetric,peer,1,0.0,11,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.0_s=11
3,2,symmetric,peer,1,0.0,13,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.0_s=13
3,2,symmetric,shared,-1,0.1,19,120,2,0.6666666666666666,6,6,113,13,1.5,N=3_M=2_L=symmetric_A=shared_-_H=0.1_s=19
3,2,symmetric,peer,1,0.0,14,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.0_s=14
3,2,symmetric,peer,1,0.0,16,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.0_s=16
3,2,symmetric,peer,1,0.0,15,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.0_s=15
3,2,symmetric,peer,1,0.0,17,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.0_s=17
3,2,symmetric,peer,1,0.0,18,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.0_s=18
3,2,symmetric,peer,1,0.0,19,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.0_s=19
3,2,symmetric,peer,1,0.05,3,120,2,0.6666666666666666,6,6,113,10,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.05_s=3
3,2,symmetric,peer,1,0.05,0,120,2,0.6666666666666666,6,6,113,5,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.05_s=0
3,2,symmetric,peer,1,0.05,4,120,2,0.6666666666666666,6,6,113,6,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.05_s=4
3,2,symmetric,peer,1,0.05,2,120,2,0.6666666666666666,6,6,113,7,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.05_s=2
3,2,symmetric,peer,1,0.05,6,120,2,0.6666666666666666,6,6,113,6,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.05_s=6
3,2,symmetric,peer,1,0.05,1,120,2,0.6666666666666666,6,6,113,6,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.05_s=1
3,2,symmetric,peer,1,0.05,5,120,2,0.6666666666666666,6,6,113,5,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.05_s=5
3,2,symmetric,peer,1,0.05,7,120,2,0.6666666666666666,6,6,113,7,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.05_s=7
3,2,symmetric,peer,1,0.05,8,120,2,0.6666666666666666,6,6,113,5,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.05_s=8
3,2,symmetric,peer,1,0.05,10,120,2,0.6666666666666666,6,6,113,5,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.05_s=10
3,2,symmetric,peer,1,0.05,11,120,2,0.6666666666666666,6,6,113,5,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.05_s=11
3,2,symmetric,peer,1,0.05,12,120,2,0.6666666666666666,6,6,113,4,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.05_s=12
3,2,symmetric,peer,1,0.05,14,120,2,0.6666666666666666,6,6,113,8,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.05_s=14
3,2,symmetric,peer,1,0.05,15,120,2,0.6666666666666666,6,6,113,6,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.05_s=15
3,2,symmetric,peer,1,0.05,9,120,2,0.6666666666666666,6,6,113,10,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.05_s=9
3,2,symmetric,peer,1,0.05,13,120,2,0.6666666666666666,6,6,113,9,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.05_s=13
3,2,symmetric,peer,1,0.05,16,120,2,0.6666666666666666,6,6,113,7,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.05_s=16
3,2,symmetric,peer,1,0.05,17,120,2,0.6666666666666666,6,6,113,5,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.05_s=17
3,2,symmetric,peer,1,0.05,19,120,2,0.6666666666666666,6,6,113,7,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.05_s=19
3,2,symmetric,peer,1,0.05,18,120,2,0.6666666666666666,6,6,113,5,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.05_s=18
3,2,symmetric,peer,1,0.1,0,120,2,0.6666666666666666,6,6,113,11,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.1_s=0
3,2,symmetric,peer,1,0.1,1,120,2,0.6666666666666666,6,6,113,13,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.1_s=1
3,2,symmetric,peer,1,0.1,2,120,2,0.6666666666666666,6,6,113,16,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.1_s=2
3,2,symmetric,peer,1,0.1,3,120,2,0.6666666666666666,6,6,113,15,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.1_s=3
3,2,symmetric,peer,1,0.1,4,120,2,0.6666666666666666,6,6,113,13,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.1_s=4
3,2,symmetric,peer,1,0.1,5,120,2,0.6666666666666666,6,6,113,14,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.1_s=5
3,2,symmetric,peer,1,0.1,6,120,2,0.6666666666666666,6,6,113,16,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.1_s=6
3,2,symmetric,peer,1,0.1,7,120,2,0.6666666666666666,6,6,113,11,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.1_s=7
3,2,symmetric,peer,1,0.1,8,120,2,0.6666666666666666,6,6,113,11,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.1_s=8
3,2,symmetric,peer,1,0.1,11,120,2,0.6666666666666666,6,6,113,14,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.1_s=11
3,2,symmetric,peer,1,0.1,10,120,2,0.6666666666666666,6,6,113,15,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.1_s=10
3,2,symmetric,peer,1,0.1,9,120,2,0.6666666666666666,6,6,113,12,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.1_s=9
3,2,symmetric,peer,1,0.1,12,120,2,0.6666666666666666,6,6,113,11,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.1_s=12
3,2,symmetric,peer,1,0.1,13,120,2,0.6666666666666666,6,6,113,14,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.1_s=13
3,2,symmetric,peer,1,0.1,14,120,2,0.6666666666666666,6,6,113,12,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.1_s=14
3,2,symmetric,peer,2,0.0,0,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.0_s=0
3,2,symmetric,peer,1,0.1,15,120,2,0.6666666666666666,6,6,113,13,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.1_s=15
3,2,symmetric,peer,1,0.1,16,120,2,0.6666666666666666,6,6,113,15,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.1_s=16
3,2,symmetric,peer,1,0.1,17,120,2,0.6666666666666666,6,6,113,12,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.1_s=17
3,2,symmetric,peer,2,0.0,1,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.0_s=1
3,2,symmetric,peer,2,0.0,2,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.0_s=2
3,2,symmetric,peer,2,0.0,3,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.0_s=3
3,2,symmetric,peer,1,0.1,18,120,2,0.6666666666666666,6,6,113,12,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.1_s=18
3,2,symmetric,peer,2,0.0,4,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.0_s=4
3,2,symmetric,peer,1,0.1,19,120,2,0.6666666666666666,6,6,113,13,1.5,N=3_M=2_L=symmetric_A=peer_k1_H=0.1_s=19
3,2,symmetric,peer,2,0.0,5,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.0_s=5
3,2,symmetric,peer,2,0.0,6,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.0_s=6
3,2,symmetric,peer,2,0.0,7,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.0_s=7
3,2,symmetric,peer,2,0.0,8,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.0_s=8
3,2,symmetric,peer,2,0.0,9,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.0_s=9
3,2,symmetric,peer,2,0.0,11,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.0_s=11
3,2,symmetric,peer,2,0.0,12,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.0_s=12
3,2,symmetric,peer,2,0.0,10,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.0_s=10
3,2,symmetric,peer,2,0.0,13,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.0_s=13
3,2,symmetric,peer,2,0.0,14,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.0_s=14
3,2,symmetric,peer,2,0.0,17,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.0_s=17
3,2,symmetric,peer,2,0.0,15,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.0_s=15
3,2,symmetric,peer,2,0.0,16,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.0_s=16
3,2,symmetric,peer,2,0.0,18,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.0_s=18
3,2,symmetric,peer,2,0.0,19,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.0_s=19
3,2,symmetric,peer,2,0.05,3,120,2,0.6666666666666666,6,6,113,10,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.05_s=3
3,2,symmetric,peer,2,0.05,0,120,2,0.6666666666666666,6,6,113,5,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.05_s=0
3,2,symmetric,peer,2,0.05,1,120,2,0.6666666666666666,6,6,113,6,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.05_s=1
3,2,symmetric,peer,2,0.05,4,120,2,0.6666666666666666,6,6,113,6,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.05_s=4
3,2,symmetric,peer,2,0.05,2,120,2,0.6666666666666666,6,6,113,7,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.05_s=2
3,2,symmetric,peer,2,0.05,5,120,2,0.6666666666666666,6,6,113,5,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.05_s=5
3,2,symmetric,peer,2,0.05,7,120,2,0.6666666666666666,6,6,113,7,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.05_s=7
3,2,symmetric,peer,2,0.05,6,120,2,0.6666666666666666,6,6,113,6,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.05_s=6
3,2,symmetric,peer,2,0.05,9,120,2,0.6666666666666666,6,6,113,10,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.05_s=9
3,2,symmetric,peer,2,0.05,8,120,2,0.6666666666666666,6,6,113,5,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.05_s=8
3,2,symmetric,peer,2,0.05,10,120,2,0.6666666666666666,6,6,113,5,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.05_s=10
3,2,symmetric,peer,2,0.05,11,120,2,0.6666666666666666,6,6,113,5,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.05_s=11
3,2,symmetric,peer,2,0.05,12,120,2,0.6666666666666666,6,6,113,4,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.05_s=12
3,2,symmetric,peer,2,0.05,14,120,2,0.6666666666666666,6,6,113,8,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.05_s=14
3,2,symmetric,peer,2,0.05,15,120,2,0.6666666666666666,6,6,113,6,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.05_s=15
3,2,symmetric,peer,2,0.05,13,120,2,0.6666666666666666,6,6,113,9,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.05_s=13
3,2,symmetric,peer,2,0.05,16,120,2,0.6666666666666666,6,6,113,7,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.05_s=16
3,2,symmetric,peer,2,0.05,19,120,2,0.6666666666666666,6,6,113,7,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.05_s=19
3,2,symmetric,peer,2,0.05,17,120,2,0.6666666666666666,6,6,113,5,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.05_s=17
3,2,symmetric,peer,2,0.05,18,120,2,0.6666666666666666,6,6,113,5,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.05_s=18
3,2,symmetric,peer,2,0.1,0,120,2,0.6666666666666666,6,6,113,11,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.1_s=0
3,2,symmetric,peer,2,0.1,1,120,2,0.6666666666666666,6,6,113,13,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.1_s=1
3,2,symmetric,peer,2,0.1,2,120,2,0.6666666666666666,6,6,113,16,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.1_s=2
3,2,symmetric,peer,2,0.1,3,120,2,0.6666666666666666,6,6,113,15,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.1_s=3
3,2,symmetric,peer,2,0.1,5,120,2,0.6666666666666666,6,6,113,14,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.1_s=5
3,2,symmetric,peer,2,0.1,4,120,2,0.6666666666666666,6,6,113,13,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.1_s=4
3,2,symmetric,peer,2,0.1,6,120,2,0.6666666666666666,6,6,113,16,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.1_s=6
3,2,symmetric,peer,2,0.1,10,120,2,0.6666666666666666,6,6,113,15,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.1_s=10
3,2,symmetric,peer,2,0.1,8,120,2,0.6666666666666666,6,6,113,11,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.1_s=8
3,2,symmetric,peer,2,0.1,11,120,2,0.6666666666666666,6,6,113,14,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.1_s=11
3,2,symmetric,peer,2,0.1,7,120,2,0.6666666666666666,6,6,113,11,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.1_s=7
3,2,symmetric,peer,2,0.1,9,120,2,0.6666666666666666,6,6,113,12,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.1_s=9
3,2,symmetric,peer,2,0.1,12,120,2,0.6666666666666666,6,6,113,11,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.1_s=12
3,2,symmetric,peer,2,0.1,14,120,2,0.6666666666666666,6,6,113,12,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.1_s=14
3,2,symmetric,peer,4,0.0,0,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.0_s=0
3,2,symmetric,peer,2,0.1,13,120,2,0.6666666666666666,6,6,113,14,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.1_s=13
3,2,symmetric,peer,2,0.1,16,120,2,0.6666666666666666,6,6,113,15,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.1_s=16
3,2,symmetric,peer,4,0.0,1,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.0_s=1
3,2,symmetric,peer,4,0.0,2,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.0_s=2
3,2,symmetric,peer,2,0.1,15,120,2,0.6666666666666666,6,6,113,13,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.1_s=15
3,2,symmetric,peer,4,0.0,3,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.0_s=3
3,2,symmetric,peer,2,0.1,19,120,2,0.6666666666666666,6,6,113,13,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.1_s=19
3,2,symmetric,peer,2,0.1,17,120,2,0.6666666666666666,6,6,113,12,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.1_s=17
3,2,symmetric,peer,4,0.0,5,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.0_s=5
3,2,symmetric,peer,4,0.0,7,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.0_s=7
3,2,symmetric,peer,4,0.0,8,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.0_s=8
3,2,symmetric,peer,4,0.0,9,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.0_s=9
3,2,symmetric,peer,4,0.0,4,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.0_s=4
3,2,symmetric,peer,4,0.0,6,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.0_s=6
3,2,symmetric,peer,2,0.1,18,120,2,0.6666666666666666,6,6,113,12,1.5,N=3_M=2_L=symmetric_A=peer_k2_H=0.1_s=18
3,2,symmetric,peer,4,0.0,10,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.0_s=10
3,2,symmetric,peer,4,0.0,11,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.0_s=11
3,2,symmetric,peer,4,0.0,12,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.0_s=12
3,2,symmetric,peer,4,0.0,13,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.0_s=13
3,2,symmetric,peer,4,0.0,15,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.0_s=15
3,2,symmetric,peer,4,0.0,14,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.0_s=14
3,2,symmetric,peer,4,0.0,16,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.0_s=16
3,2,symmetric,peer,4,0.0,17,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.0_s=17
3,2,symmetric,peer,4,0.0,18,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.0_s=18
3,2,symmetric,peer,4,0.0,19,120,2,0.6666666666666666,6,6,113,0,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.0_s=19
3,2,symmetric,peer,4,0.05,3,120,2,0.6666666666666666,6,6,113,10,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.05_s=3
3,2,symmetric,peer,4,0.05,0,120,2,0.6666666666666666,6,6,113,5,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.05_s=0
3,2,symmetric,peer,4,0.05,1,120,2,0.6666666666666666,6,6,113,6,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.05_s=1
3,2,symmetric,peer,4,0.05,2,120,2,0.6666666666666666,6,6,113,7,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.05_s=2
3,2,symmetric,peer,4,0.05,4,120,2,0.6666666666666666,6,6,113,6,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.05_s=4
3,2,symmetric,peer,4,0.05,6,120,2,0.6666666666666666,6,6,113,6,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.05_s=6
3,2,symmetric,peer,4,0.05,5,120,2,0.6666666666666666,6,6,113,5,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.05_s=5
3,2,symmetric,peer,4,0.05,7,120,2,0.6666666666666666,6,6,113,7,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.05_s=7
3,2,symmetric,peer,4,0.05,9,120,2,0.6666666666666666,6,6,113,10,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.05_s=9
3,2,symmetric,peer,4,0.05,8,120,2,0.6666666666666666,6,6,113,5,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.05_s=8
3,2,symmetric,peer,4,0.05,11,120,2,0.6666666666666666,6,6,113,5,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.05_s=11
3,2,symmetric,peer,4,0.05,10,120,2,0.6666666666666666,6,6,113,5,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.05_s=10
3,2,symmetric,peer,4,0.05,12,120,2,0.6666666666666666,6,6,113,4,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.05_s=12
3,2,symmetric,peer,4,0.05,14,120,2,0.6666666666666666,6,6,113,8,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.05_s=14
3,2,symmetric,peer,4,0.05,15,120,2,0.6666666666666666,6,6,113,6,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.05_s=15
3,2,symmetric,peer,4,0.05,13,120,2,0.6666666666666666,6,6,113,9,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.05_s=13
3,2,symmetric,peer,4,0.05,16,120,2,0.6666666666666666,6,6,113,7,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.05_s=16
3,2,symmetric,peer,4,0.05,17,120,2,0.6666666666666666,6,6,113,5,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.05_s=17
3,2,symmetric,peer,4,0.05,19,120,2,0.6666666666666666,6,6,113,7,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.05_s=19
3,2,symmetric,peer,4,0.05,18,120,2,0.6666666666666666,6,6,113,5,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.05_s=18
3,2,symmetric,peer,4,0.1,0,120,2,0.6666666666666666,6,6,113,11,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.1_s=0
3,2,symmetric,peer,4,0.1,1,120,2,0.6666666666666666,6,6,113,13,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.1_s=1
3,2,symmetric,peer,4,0.1,2,120,2,0.6666666666666666,6,6,113,16,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.1_s=2
3,2,symmetric,peer,4,0.1,3,120,2,0.6666666666666666,6,6,113,15,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.1_s=3
3,2,symmetric,peer,4,0.1,5,120,2,0.6666666666666666,6,6,113,14,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.1_s=5
3,2,symmetric,peer,4,0.1,4,120,2,0.6666666666666666,6,6,113,13,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.1_s=4
3,2,symmetric,peer,4,0.1,7,120,2,0.6666666666666666,6,6,113,11,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.1_s=7
3,2,symmetric,peer,4,0.1,6,120,2,0.6666666666666666,6,6,113,16,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.1_s=6
3,2,symmetric,peer,4,0.1,8,120,2,0.6666666666666666,6,6,113,11,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.1_s=8
3,2,symmetric,peer,4,0.1,9,120,2,0.6666666666666666,6,6,113,12,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.1_s=9
3,2,symmetric,peer,4,0.1,11,120,2,0.6666666666666666,6,6,113,14,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.1_s=11
3,2,symmetric,peer,4,0.1,10,120,2,0.6666666666666666,6,6,113,15,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.1_s=10
3,2,symmetric,peer,4,0.1,12,120,2,0.6666666666666666,6,6,113,11,1.5,N=3_M=2_L=symmetric_A=peer_k4_H=0.1_s=12
